country,ico_start,ico_end,price_usd,goal,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
UK,19/03/2018,30/04/2018,0.1,0,0.65,,65000000.0,YES,0.0,N,,12/03/2018,18/03/2018,0.07,https://swxcoin.com/wp-content/uploads/SWXWhitePaper.pdf,,,https://swxcoin.com/?utm_source=icobench,1.9,1.0,True
Israel,18/09/2016,18/10/2016,0.19,1,,,,,0.0,0.0,,,,,https://docs.google.com/document/d/1xmRvAjJEQ72-sR9luS34TG0BOpPn_6ztZjYBFCByKxo/edit,https://www.linkedin.com/company/taucoin/,,http://www.synereo.com?utm_source=icobench,1.9,,false
Cyprus,18/10/2018,18/10/2019,,0,,,,n,0,0,,,,,https://www.taucoin.io/whitePaper/TAU%20White%20Paper%20v0.1.pdf,https://www.linkedin.com/company/taucoin/,https://www.github.com/Tau-Coin?tab=repositories,https://taucoin.io?utm_source=icobench,2.1,2.0,True
USA,02/12/2016,16/01/2017,5.06,0,,,50000000.0,,False,N,,,,,https://tokesplatform.org/TokesPlatform_WhitePaper_v2.0.pdf,https://www.linkedin.com/company/tokes-platform/,,http://cannabisrevolution.us/?utm_source=icobench,2.1,,FALSE
Singapore,02/09/2019,02/09/2019,,0,0.05,,500000000.0,No,false,no,,,,0.0042,https://drive.google.com/file/d/13XkyMDE48LkN5E0idXhJB3wzdKvBRSsB/view,https://www.linkedin.com/company/tourcom-blockchain/,,http://tourcom.io/en/?utm_source=icobench,2.1,,TRUE
South Korea,01/05/2018,31/07/2018,0.089,0,0.05,,500000000.0,YES,1.0,No,,01/06/2018,30/06/2018,,,https://www.linkedin.com/company/unero/,,http://tongtongcoin.io?utm_source=icobench,2.0,,0.0
Vietnam,25/11/2017,25/05/2018,0.117,0,0.49,,680001200.0,,0,N,,16/11/2017,25/11/2017,,https://github.com/uhubproject/Uhub-WhitePaper/blob/master/EN-White-Paper.pdf,,https://www.github.com/uhubproject?tab=repositories,https://uhub.io/?utm_source=icobench,2.1,,True
Singapore,19/11/2018,05/01/2019,0.1,0,0.4,,8000000.0,No,1.0,no,,,,,https://unero.io/images/unero_whitepaper.pdf,https://www.linkedin.com/company/unero/,,https://unero.io?utm_source=icobench,2.7,,TRUE
USA,17/12/2019,31/03/2020,0.0065,1,,,,no,No,No,,03/12/2019,17/12/2019,,,https://www.linkedin.com/company/value-ticket-coin/,,https://www.casinosinvest.com?utm_source=icobench,4.1,,TRUE
Canada,20/11/2017,19/12/2017,0.0367,0,0.4,,4000000000.0,,No,0.0,,30/10/2017,03/11/2017,0.0306,http://docs.wixstatic.com/ugd/9a2c54_5c9e76c422134e16aeacfce3a31d0d4a.pdf,,,https://www.unitycoin.onewed.com/?utm_source=icobench,2.1,4.0,1.0
Cyprus,01/05/2018,29/06/2018,1.0,0,0.6,,60000000.0,YES,1.0,N,,01/04/2018,30/04/2018,,https://valueticketico.com/whitepaper,https://www.linkedin.com/company/value-ticket-coin/,,https://www.valueticketico.com?utm_source=icobench,2.1,,1.0
Singapore,08/07/2019,01/08/2019,0.1,1,0.5,,150000000.0,No,Yes,N,,,,,https://www.velareum.com/land/WhitePaper.pdf,,,https://www.velareum.com/?utm_source=icobench,1.8,,1.0
Ukraine,01/07/2018,01/07/2020,0.7,0,,,100240000.0,N,0.0,no,,,,0.5,http://www.venus.company/sait/engl/whitebook/whitepaper_engl.pdf,https://www.linkedin.com/company/woonkly/,,http://www.venus.company?utm_source=icobench,2.0,,0.0
Costa Rica,19/07/2019,30/09/2019,10.0,0,0.35,,35000000.0,N,1,0,available,19/04/2019,19/06/2019,,https://wise.cr/whitepapers/Wise-Network-Whitepaper.pdf,,,https://www.wise.cr?utm_source=icobench,2.1,8.0,true
Mexico,01/05/2018,31/12/2018,0.0135,0,0.3,,3000000000.0,no,yes,0.0,Available ,,,,https://woonkly.com/privateico/wp-content/uploads/2018/07/whitepaper-ing-julio-1.pdf,https://www.linkedin.com/company/woonkly/,https://www.github.com/Woonkly?tab=repositories,https://woonkly.com?utm_source=icobench,3.0,15.0,T
Singapore,30/08/2018,30/09/2018,,1,0.68,,20500000000.0,NO,False,0,,,,,https://zorff.com/assets/zorff-white-paper.pdf,,,,2.1,,TRUE
Pakistan,20/01/2018,19/02/2018,0.946,1,0.65,,200000000.0,NO,0,N,,,,,https://accordtoken.com/Accord-white-paper-V1.0.3.pdf,,,,2.0,,1
USA,18/12/2017,09/01/2018,1.2,0,0.82,,7380000.0,,no,0,,15/12/2017,17/12/2017,0.72,https://www.akrocoin.com/AKROCOIN_WHITEPAPER.pdf,https://www.linkedin.com/company/benja/,,,2.0,,1.0
Switzerland,01/11/2017,10/12/2017,4.465,0,,,,,no,No,,,,,,,https://www.github.com/algoland?tab=repositories,https://algo.land/?utm_source=icobench,2.0,,T
USA,01/08/2017,01/09/2017,,0,,,,,false,0.0,,,,,https://static1.squarespace.com/static/5966d525b11be19ba608f5a9/t/597d3d14a803bbd42405dc57/1501379863246/benjacoin_EN_072917.compressed.pdf,https://www.linkedin.com/company/big-data-coin/,,,2.0,,1.0
Singapore,18/12/2017,12/01/2018,2.1927,0,0.5,,10000000.0,YES,0,0,,27/11/2017,18/12/2017,,,https://www.linkedin.com/in/beauthereum-ico-50011a156/,,,1.9,,T
USA,22/09/2017,31/10/2017,15.0,0,,,,,0,No,,,,,http://bigdatacoin.one/wp-content/uploads/2017/09/Big-Data-Coin-Whitepaper-20170917V10.pdf,https://www.linkedin.com/company/big-data-coin/,,,2.0,7.0,1
Unknown,26/08/2017,26/09/2017,0.1,1,,3049999.0,3049999.0,,0.0,no,,,,,https://billionairetoken.com/WhitePaper.pdf,,,,2.0,,True
Australia,19/09/2017,16/11/2017,0.0283,1,,,400000000.0,,no,0,,,,,https://bitair.io/bitair-whitepaper.pdf,,,,2.0,,true
Costa Rica,15/08/2017,15/09/2017,0.098,1,,,100000000.0,,no,0.0,,,,,https://ico.bitdice.me/prospectus_en.pdf,,,,2.0,,TRUE
USA,10/02/2018,10/03/2018,1.0,0,0.5,,150000000.0,no,no,No,,10/01/2018,10/02/2018,1.0,https://www.bithubhq.com/assets/whitepaper.pdf,,,,1.5,,True
Unknown,05/11/2018,05/02/2019,,0,,,700000000.0,,0.0,0,,,,,https://www.blockwei.live/wp-content/uploads/2018/11/BWT-Whitepaper.pdf,,,,2.0,2.0,1
Netherlands,29/03/2018,10/05/2018,12.2844,0,0.1322,,236837.0,,false,no,,,,,https://byeshares.com/downloads/Byelex-Whitepaper-web.pdf,,,http://www.byeshares.com?utm_source=icobench,2.0,3.0,true
Bulgaria,16/11/2017,18/12/2017,0.79,0,0.8,141133.0,,,0,0,,02/11/2017,16/11/2017,,https://camx.io/wp.pdf,https://www.linkedin.com/company/marketplace-city/,,https://camx.io/?utm_source=icobench,2.0,,false
Estonia,24/02/2018,24/03/2018,80.928,0,0.75,,,NO,no,No,,10/02/2018,23/02/2018,,https://drive.google.com/file/d/1fJZJdaQ4xYbXzGK4g7iPInV6mD-eMnS7/view,,,http://cannabisfarm.io/?utm_source=icobench,2.0,,false
Canada,01/03/2018,01/06/2018,0.18,0,,,100000000.0,N,No,0,,01/02/2018,01/03/2018,,,,,https://marketplace.citify.ca/?utm_source=icobench,1.9,1.0,0
Australia,05/03/2018,03/04/2018,0.0407,0,0.7,,70000000.0,No,0,0.0,,,,,http://www.classycoin.io/pdf/white_paper.pdf,,,https://www.classycoin.io?utm_source=icobench,2.0,,1.0
USA,14/07/2017,31/07/2017,15.0,0,,,3000000.0,,0.0,N,,,,,https://compcoin.com/wp-content/uploads/2017/06/Compcoin-Token-For-A.I.-Financial-Trading-060817v2-1.pdf,https://www.linkedin.com/company/datawallet/,,https://compcoin.com/purchase/?utm_source=icobench,2.0,,1.0
Unknown,19/10/2017,19/11/2017,36.2439,0,,,,,false,No,,,,,,,,http://www.crowdcryptofund.com/?utm_source=icobench,2.1,,1.0
USA,05/02/2018,07/03/2018,0.18,1,0.3333,,250000000.0,Y,Yes,No,,,,,https://tokensale.datawallet.com/pdf/datawallet_whitepaper.pdf,https://www.linkedin.com/company/datawallet/,,https://tokensale.datawallet.com/?utm_source=icobench,3.1,13.0,True
France,01/11/2018,23/01/2019,0.0395,0,0.7,,126000000.0,N,1.0,No,AVAILABLE,,,,https://digipay.network/assets/digipay-whitepaper.pdf,,,https://digipay.network/?utm_source=icobench,2.0,,TRUE
UK,01/10/2018,31/10/2018,0.0372,0,0.73,,146000000.0,Yes,Y,No,,,,,,,,https://digiters.net/?utm_source=icobench,2.1,,true
Singapore,29/03/2016,30/03/2016,4.2,1,,,2000000.0,,0,0,,,,,https://digix.global/whitepaper.pdf,https://www.linkedin.com/company/digixglobal/,https://www.github.com/digixglobal?tab=repositories,https://digix.global/?utm_source=icobench,2.0,,true
Unknown,15/11/2017,15/12/2017,0.1039,0,0.7,,70000000.0,,N,0.0,,,,,http://dirty-coin.com/wp-content/uploads/2017/11/DIRTYCOIN_whitepaper.pdf,,,http://dirty-coin.com/?utm_source=icobench,2.0,,True
Unknown,17/03/2018,25/03/2018,0.042,0,0.6,,300000000.0,Y,0.0,no,,,,,https://dueltoken.io/whitepaper.pdf,,https://www.github.com/dueltoken?tab=repositories,https://dueltoken.io?utm_source=icobench,2.0,,1.0
Malaysia,09/04/2017,15/06/2017,0.03,0,,,,,0.0,0.0,,,,,http://www.ecobit.io/technology.html,,,http://www.ecobit.io?utm_source=icobench,2.0,,false
Singapore,28/01/2018,04/02/2018,0.2076,0,0.7,,600000000.0,no,0.0,No,,14/01/2018,21/01/2018,,http://ewm.network/assets/pdf/Whitepapper_EN.pdf,,,http://www.ewm.network/?utm_source=icobench,2.0,,true
USA,01/08/2017,31/08/2017,,1,,,,,no,0,,,,,https://www.enledger.io/Energy_Efficiency_Coin_Whitepaper_v1_0.pdf,,https://www.github.com/enledger?tab=repositories,https://www.enledger.io/?utm_source=icobench,2.0,,0
UK,15/04/2017,13/05/2017,1.1435,1,,1.3e+16,,,false,0,,,,,https://ico.ethbits.com/white_paper.pdf,https://www.linkedin.com/company/ethbits-limited/,,https://www.ethbits.com/?utm_source=icobench,2.3,,T
USA,18/09/2017,20/10/2017,0.1515,0,0.85,,85000000.0,,no,No,,,,,,,,https://www.ethbooks.net/?utm_source=icobench,2.0,,True
Canada,20/11/2017,24/12/2017,6.86,0,,,100000000.0,,false,0,,,,,https://docs.wixstatic.com/ugd/9c3e5c_e8ad360482484d5bb409f3b6482d014c.pdf,,https://www.github.com/ethereumhigh?tab=repositories,https://www.ethereumhigh.org/coming-soon-join-the-ico?utm_source=icobench,2.0,,True
Unknown,01/05/2017,10/06/2017,,1,,,,,False,No,,,,,https://ethereum.link/files/Whitepaper1.03.pdf,,https://www.github.com/ethlink?tab=repositories,https://ethereum.link/?utm_source=icobench,2.0,,1.0
Russia,05/01/2018,05/02/2018,1.5,0,0.92,,,,no,0.0,,,,,https://evitan.io/WHITEPAPER_EVITAN.pdf,,,https://evitan.io?utm_source=icobench,2.0,,True
Unknown,17/04/2019,17/04/2019,0.032,0,24.0,,24000000.0,Yes,Y,N,,,,,,,,http://facepower.cc/web/index.html?utm_source=icobench,2.0,,1.0
Russia,10/09/2017,18/03/2018,10.0,0,,,,,false,0,,,,,https://ftcoin.io/sites/default/files/Digital%20ecosystem%20FTCoin%20%E2%80%93%20investment%20and%20trading%20of%20tomorrow.pdf,https://www.linkedin.com/company/asicvault/,,https://ftcoin.io/en?utm_source=icobench,2.0,,1
Switzerland,15/04/2018,19/07/2018,0.33,0,0.6,,300000000.0,N,yes,No,,,,,https://s3-us-west-2.amazonaws.com/ftwcoin.io/FTWcoin_Whitepaper.pdf,,https://www.github.com/ForTheWinn?tab=repositories,https://www.ftwcoin.io?utm_source=icobench,2.3,1.0,0
Russia,11/09/2017,29/09/2017,0.0293,1,0.74,,462500000.0,,0,No,,,,,,,,https://gamecoin.global/?utm_source=icobench,2.0,,TRUE
USA,25/10/2017,25/06/2018,0.6,0,,,,n,0.0,0,,,,,https://garnetcoin.com/assets/white-papersV2.pdf,https://www.linkedin.com/in/idanbensh/,https://www.github.com/garnetcoinGNC?tab=repositories,https://garnetcoin.com/?utm_source=icobench,2.0,,1.0
USA,23/02/2018,04/05/2018,0.4776,0,0.73,,109609500.0,Y,true,no,,23/02/2018,23/03/2018,,https://gltoken.io/wp-content/uploads/2018/02/GLToken-Whitepaper-2018-2.pdf,https://www.linkedin.com/company/nareig-north-america-real-estate-invest-group-/,,https://gltoken.io?utm_source=icobench,1.8,8.0,1
Israel,07/10/2017,07/11/2017,0.2432,0,,,,,false,No,,,,,,,,http://gomineworld.com/?utm_source=icobench,2.1,,1.0
USA,16/01/2018,18/03/2018,1.0,0,,,9000000.0,no,no,0,,,,,http://ico.nareigus.com/NAREIG%20HCT%20Token%20Sale.pdf,,,http://ico.nareigus.com/?utm_source=icobench,2.0,3.0,True
Czech Republic,15/09/2018,15/11/2018,0.2231,0,0.45,,45000000.0,NO,False,No,,09/07/2018,15/09/2018,,https://jcn.xxx/jcn-whitepaper.pdf,,,https://jcn.xxx?utm_source=icobench,2.0,,TRUE
Thailand,16/04/2018,31/05/2018,0.057,0,,,139000000.0,N,yes,no,,01/03/2018,15/04/2018,,https://jointedu.io/wp-content/uploads/2018/02/WhitePaper.pdf,https://www.linkedin.com/company/hatchworksvc/,,https://jointedu.io/?utm_source=icobench,2.0,,T
USA,27/11/2017,31/03/2018,0.02,1,0.64,,,,N,N,,27/11/2017,01/12/2017,,https://s3-us-west-1.amazonaws.com/kalatoken/white_paper_us.pdf,,,https://go.kalatoken.io/?utm_source=icobench,2.0,,true
Canada,01/10/2017,31/10/2017,0.0304,0,,,2500000000.0,,N,no,,,,,http://kingsds.network/Whitepaper-3.pdf,,https://www.github.com/KingsDistributedSystems?tab=repositories,http://kingsds.network/?utm_source=icobench,2.0,,true
Canada,15/03/2018,31/03/2018,0.404,0,0.55,,38500000.0,NO,false,0.0,,,,,http://www.lampeducation.ca/app/docs2/whitepaper.html,,https://www.github.com/lamp_education?tab=repositories,http://www.lampeducation.ca?utm_source=icobench,2.0,,TRUE
Unknown,01/03/2018,31/03/2018,0.85,0,0.27,,8100000.0,n,false,0,,,,,https://lendium.tech/whitepaper.pdf,,,https://lendium.tech/?utm_source=icobench,2.0,,1.0
Greece,01/08/2019,26/03/2020,0.1531,0,0.5,,54000000.0,N,no,no,,19/03/2019,30/07/2019,0.126467276,,,https://www.github.com/LevblockchainLVE?tab=repositories,https://www.lveblockchain.org?utm_source=icobench,2.0,7.0,1.0
Singapore,21/02/2018,20/04/2018,0.0526,0,0.85,,76500000.0,No,N,N,,,,,https://drive.google.com/file/d/1b7tW9hskMYoMrGrviDWwJ8N8WQuV9Bg6/view,,,https://libidocoin.com/?utm_source=icobench,2.0,,1.0
Germany,10/01/2018,30/01/2018,1.1,0,0.82,,8200000.0,,N,No,,03/01/2018,10/01/2018,0.7,https://www.loopx.io/media/loopx_whitepaper.pdf,,,https://www.loopx.io/?utm_source=icobench,2.0,,T
USA,10/01/2018,24/01/2018,0.1762,0,0.15,,13500000.0,,False,0,,07/12/2017,27/12/2017,,https://lotus.sh/assets/whitepaper.pdf,,https://www.github.com/lotustoken?tab=repositories,https://lotus.sh/?utm_source=icobench,2.0,,true
Australia,10/05/2018,24/06/2018,0.096,1,,,,NO,0,no,,10/03/2018,10/04/2018,0.0859,https://lovecoins.io/assets/downloads/LoveCoin_WhitePaper.pdf,https://www.linkedin.com/company/mindsports/,,https://lovecoins.io?utm_source=icobench,1.8,,TRUE
Unknown,16/08/2017,30/09/2017,0.1518,1,0.77,,38595000.0,,False,N,,,,,,,,http://www.magos.io/?utm_source=icobench,2.0,,1.0
UK,20/09/2017,20/10/2017,1.0,0,,,15500000.0,,No,no,,,,,https://moncrypt.com/file/Moncrypt_Presentation.pdf,,,https://moncrypt.com/?utm_source=icobench,2.0,,1
Australia,14/03/2018,15/04/2018,0.5,0,0.7,,35000000.0,y,1.0,0.0,,08/02/2018,10/03/2018,0.817807007,https://moxy.one/whitepaper.pdf,https://www.linkedin.com/company/moxyone/,https://www.github.com/MoxyOne?tab=repositories,https://moxy.one/?utm_source=icobench,3.1,,True
Singapore,06/06/2018,10/06/2018,3.41,1,0.4,,3200000000.0,Yes,True,0,,,,,http://www.msc.fund/msc-whitepaper-en.pdf,,,http://msc.fund?utm_source=icobench,2.0,,T
USA,27/12/2017,27/01/2018,0.4567,0,0.65,,13000000.0,,no,No,,25/12/2017,26/12/2017,,https://ico.nilecoin.org/white-paper-en.pdf,,,https://ico.nilecoin.org/auth/login?utm_source=icobench,2.0,,0.0
United Arab Emirates,15/01/2018,15/02/2018,0.8,0,,,100000000.0,,0,N,,01/01/2017,14/01/2018,0.8,http://nuhelp.io/whitepaper.pdf,https://www.linkedin.com/company/nu-help-limited/,,http://nuhelp.io/?utm_source=icobench,2.0,,false
Singapore,09/12/2018,20/04/2019,,0,0.78,,39000000.0,No,no,no,,,,,https://online-berry.com/wp-content/uploads/2018/12/WP_eng.pdf,,,https://online-berry.com/?utm_source=icobench,2.0,,True
UK,02/05/2018,05/05/2018,1.5,1,0.91,,4500000.0,Yes,1.0,0,,,,,https://orozu.com/Orozu_White_paper.pdf,https://www.linkedin.com/company/orozu/,https://www.github.com/orozudev?tab=repositories,https://orozu.com/?utm_source=icobench,2.0,,FALSE
South Africa,,30/11/2017,0.454,0,0.85,,42500000.0,,No,no,,,,,,,,https://prosperiprop.com?utm_source=icobench,2.0,5.0,1.0
Isle of Man,13/11/2017,13/05/2018,1.0,1,,,,,0,0,,,,,,,,https://pulsarico.com/?utm_source=icobench,2.3,20.0,true
Georgia,15/09/2018,15/11/2018,0.5,1,0.7,,7000000.0,No,true,0.0,,,,,https://pungotoken.com/docs/pungotokenpaper.pdf,,,https://pungotoken.com/?utm_source=icobench,2.0,6.0,False
Chile,17/11/2017,01/06/2018,0.206,0,444.0,,200000000.0,,N,no,,,,,,,,http://therealtycoin.io/?utm_source=icobench,2.0,5.0,1
Serbia,01/01/2018,08/01/2018,0.3863,0,375.0,,12000000.0,,False,0.0,,,,,http://redcha.in/white-paper-eng.pdf,,,http://www.redcha.in/?utm_source=icobench,2.0,,T
Netherlands,15/04/2018,14/06/2018,0.1508,0,,,150000000.0,,no,N,,29/11/2017,14/04/2018,0.1184806,,https://www.linkedin.com/company/retailcoin/,,https://retailcoins.eu/?utm_source=icobench,2.0,17.0,TRUE
France,15/07/2018,25/07/2018,0.2,0,0.9,,90000000.0,N,No,0.0,,,,,https://drive.google.com/file/d/1mmtPP5sAgiBpiyqSRlsRuECE8skfBxJH/view,,https://www.github.com/RhizomeRed?tab=repositories,https://www.rhizome.red/?utm_source=icobench,2.0,1.0,true
Unknown,25/11/2017,07/01/2018,0.9317,0,0.4,,,,N,0,,09/10/2017,23/10/2017,,https://www.rocketpool.net/files/RocketPoolWhitePaper.pdf,,https://www.github.com/rocket-pool?tab=repositories,https://www.rocketpool.net/?utm_source=icobench,2.0,,1
USA,26/06/2017,31/07/2017,0.0286,1,,20773601.0,70000000.0,,False,N,,,,,https://spacepirate.io/ico/rustbits-whitepaper.pdf,,,https://spacepirate.io/?utm_source=icobench,2.0,,F
Belize,25/03/2018,30/04/2018,1.0,0,0.5,,10000000.0,N,Y,no,,,,,https://ryptox.io/assets/document/Bounty_Program.pdf,,,https://www.ryptox.io/?utm_source=icobench,2.0,,T
Lithuania,21/11/2017,22/12/2017,0.67,0,0.5,,10000000.0,,False,no,,21/10/2017,21/11/2017,0.230913086,,https://www.linkedin.com/company/saleshustler/,,https://www.saleshustler.io/?utm_source=icobench,2.0,5.0,1
Cayman Islands,01/02/2019,02/05/2019,0.06,1,0.45,,675000000.0,N,true,0,AVAILABLE,,,0.04,https://shercoin.io/wp-content/uploads/2018/10/SherCoin-whitepapers-v5.pdf,https://www.linkedin.com/company/shercoin/,,0,2.0,,true
Thailand,01/10/2019,31/01/2020,1.0,0,0.8333,,,y,1,No,,01/08/2019,30/09/2019,,https://solarstake.io/documents/SolarStake%20Whitepaper.pdf,https://www.linkedin.com/company/cryptomarketcloud-com,,https://www.solarstake.io?utm_source=icobench,2.0,5.0,
Russia,30/05/2018,30/09/2018,0.5,0,0.41,,28000000.0,n,N,No,,,,0.25,http://swecdocs.54-webstudio.ru/lightpaperen.pdf,,,https://sweccompany.com?utm_source=icobench,2.0,,F
France,20/12/2017,20/01/2018,0.6553,0,625.0,,125000000.0,,N,no,,15/12/2017,19/12/2017,,https://drive.google.com/file/d/0B-rQRRlkA3dvQTRkNnNIUXptbGs/view?usp=drive_open,https://www.linkedin.com/company/startaround/,,https://www.startaround.co/?utm_source=icobench,1.8,,TRUE
Canada,13/06/2018,01/09/2018,0.1,0,0.53,,159000000.0,n,N,0,,01/07/2018,12/07/2018,,https://drive.google.com/file/d/1hju8o95-L47CQJchkQpWE6td4Xd5LKdD/view,https://www.linkedin.com/company/tapglobal/,,http://stealthwallet.pro/?utm_source=icobench,2.0,,True
South Korea,14/11/2017,15/12/2017,0.97,0,,,,,0,No,,,,,https://www.sur-ple-ico.com/download/WHITEPAPER-Sur-Ple_ICO-ENG-ver_1.0.pdf,,,https://www.sur-ple-ico.com/?utm_source=icobench,1.7,,TRUE
Gibraltar,24/02/2020,24/03/2020,1.0,0,0.15,,15000000.0,,No,0.0,,,,,http://www.tap.global/whitepaper.pdf,https://www.linkedin.com/company/tapglobal/,,http://www.tap.global/?utm_source=icobench,2.0,,1.0
Cyprus,20/02/2018,20/04/2018,0.5278,0,0.25,,200000000.0,no,True,no,,,,,https://mainglobalbank.com/files/MGBank_WhitePaperB1_EN.pdf,,https://www.github.com/https:?tab=repositories,https://mainglobalbank.com?utm_source=icobench,2.0,,T
USA,25/12/2017,31/01/2018,1.0,1,,,7500000.0,n,false,0.0,,,,,https://www.torqcoin.io/assets/pdf/TORQ_Whitepaper.pdf,,,https://www.torqcoin.io/?utm_source=icobench,2.0,,True
Czech Republic,19/02/2018,19/03/2018,0.05,0,0.8,,400000000.0,Y,N,0,,,,,https://docs.wixstatic.com/ugd/804398_7463e21c461243b78516f5c5c700efe1.pdf,,,http://www.trillhub.net?utm_source=icobench,2.0,1.0,1
Singapore,01/11/2018,30/11/2018,0.22,0,,,,N,0.0,0.0,,,,,https://drive.google.com/file/d/1mZ66yxan3koqusPv8sTp2PPkHYBfOY_0/view,,,https://truegold.pro?utm_source=icobench,2.0,,True
Singapore,26/11/2017,15/02/2018,0.0116,0,,,1500000000.0,yes,1,No,,,,,https://tudorpay.com/wp-content/uploads/2018/01/4.-TudorPay-Crowd-Funding-Paper-V1.1-2018.pdf,https://www.linkedin.com/company/universal-brands-group-limited/about/,https://www.github.com/TDPProject?tab=repositories,https://tudorpay.com/?utm_source=icobench,2.0,,False
india,05/03/2018,31/03/2018,1.0,0,0.15,,2700000.0,no,No,No,,,,,http://bit.ly/XVLwhitepaper,,,https://www.valuecash.com?utm_source=icobench,2.0,3.0,True
Russia,15/11/2016,15/12/2016,0.0776,1,,,,,False,N,,,,,http://www.the-blockchain.com/docs/vDice%20ICO%20-%20Whitepaper.pdf,,,https://www.vdice.io/?utm_source=icobench,2.0,,T
Canada,20/02/2018,20/03/2018,0.05,1,0.5,,2000000000.0,n,0,no,,,,,https://vicetoken.com/static/Vice_Industry_Token_Whitepaper.pdf,https://www.linkedin.com/company/vistafintech/,,https://vicetoken.com/?utm_source=icobench,2.1,,1.0
UK,01/12/2017,01/03/2018,0.5,0,0.7,,70000000.0,,false,0,,,,,https://docs.wixstatic.com/ugd/bda5b2_03d2c6ba8b7b4733aef06cbcb613651d.pdf,,,https://www.vionex.io/?utm_source=icobench,2.0,,1.0
Canada,01/08/2017,31/08/2017,1.1095,0,0.4,2770275.0,20000000.0,,false,no,,,,,http://vistafin.com/wp-content/uploads/2017/07/VISTA_FINTECH_WHITEPAPER_EN.pdf,,,http://vistafin.com/vista-token-crowdsale-ico?utm_source=icobench,2.0,,true
Russia,10/01/2018,31/01/2018,1.0,0,,,,,False,0.0,,10/11/2017,01/12/2017,,,https://www.linkedin.com/company/zapit-io/,,http://lifelogging.online?utm_source=icobench,1.8,,0.0
India,30/01/2018,31/03/2018,0.0395,1,0.4,,,YES,N,0,,,,,http://zapit.online/assets/img/timeline/1_Q3-2017.png,https://www.linkedin.com/company/zapit-io/,,https://zapit.online?utm_source=icobench,2.0,,T
Canada,15/09/2017,15/10/2017,1.2021,0,,,80000000.0,,false,0,,05/09/2017,15/09/2017,,https://www.zerotraffic.io/whitepaper,,,https://www.zerotraffic.io/?utm_source=icobench,2.0,,true
Russia,15/09/2017,15/10/2017,0.1,0,,,298000000.0,,No,No,,13/07/2017,31/07/2017,,,,,https://www.abab.io/?utm_source=icobench,1.8,,1
Unknown,20/10/2017,20/11/2017,,0,0.3,,,,0,0.0,,31/07/2017,14/08/2017,,https://acumen.network/Whitepaper-English.pdf,https://www.linkedin.com/company/acumen-llc/,,https://acumen.network/?utm_source=icobench,1.8,2.0,1
UK,15/03/2018,15/04/2018,0.05,0,0.75,,1500000000.0,no,No,No,,,,,https://drive.google.com/file/d/1AbFbU9MeRYaOUvC72puJXHQBJSRxYQ1E/view,,,https://adcircle.net?utm_source=icobench,1.8,,1
Switzerland,30/03/2018,18/04/2018,0.6702,1,0.61,,8000000.0,No,N,No,,,,,https://adenium.io/inside/whitepaper_en.pdf?v=4,,,https://adenium.io/?utm_source=icobench,1.8,,1
